日期,星期,最高气温,最低气温,天气,风向,风力
2016-08-18,星期四,37℃,27℃,多云,西风,2级
2016-08-19,星期五,37℃,27℃,多云,东风,3级
2016-08-20,星期六,37℃,26℃,多云,东北风,4级
2016-08-21,星期日,35℃,26℃,多云,东北风,4级
2016-08-22,星期一,35℃,25℃,多云,东风,3级
2016-08-23,星期二,35℃,25℃,多云,东北风,1级
2016-08-24,星期三,35℃,26℃,多云,东北风,3级
2016-08-25,星期四,27℃,22℃,小到中雨,西南风,3级
2016-08-26,星期五,24℃,20℃,阵雨,南风,1级
2016-08-27,星期六,29℃,18℃,晴,西南风,2级
2016-08-28,星期日,31℃,19℃,晴,东风,2级
2016-08-29,星期一,30℃,20℃,阴,西南风,1级
2016-08-30,星期二,28℃,20℃,多云,北风,1级
2016-08-31,星期三,31℃,19℃,多云,西南风,1级
2016-09-01,星期四,33℃,19℃,晴,南风,1级
2016-09-02,星期五,33℃,20℃,晴,东风,2级
2016-09-03,星期六,30℃,20℃,阴,西南风,2级
2016-09-04,星期日,31℃,19℃,多云,东风,2级
2016-09-05,星期一,29℃,21℃,阴,西南风,2级
2016-09-06,星期二,26℃,16℃,小雨,东北风,2级
2016-09-07,星期三,28℃,16℃,多云,东风,2级
2016-09-08,星期四,31℃,19℃,晴,东北风,2级
2016-09-09,星期五,27℃,18℃,阵雨,西南风,3级
2016-09-10,星期六,29℃,17℃,晴,西北风,2级
2016-09-11,星期日,30℃,19℃,晴,东风,2级
2016-09-12,星期一,25℃,18℃,阴,东北风,1级
2016-09-13,星期二,26℃,19℃,阵雨,东南风,1级
2016-09-14,星期三,27℃,18℃,阴,西风,2级
2016-09-15,星期四,27℃,19℃,阵雨,东风,2级
2016-09-16,星期五,29℃,19℃,多云,东北风,1级
2016-09-17,星期六,29℃,20℃,阴,西南风,2级
2016-09-18,星期日,24℃,18℃,小雨,东风,2级
2016-09-19,星期一,20℃,16℃,小到中雨,西风,1级
2016-09-20,星期二,21℃,16℃,小雨,西风,1级
2016-09-21,星期三,27℃,15℃,多云,东风,1级
2016-09-22,星期四,28℃,16℃,多云,西北风,1级
2016-09-23,星期五,27℃,18℃,多云,东风,2级
2016-09-24,星期六,24℃,17℃,小雨,西南风,1级
2016-09-25,星期日,27℃,18℃,多云,东北风,2级
2016-09-26,星期一,24℃,18℃,小雨,西南风,1级
2016-09-27,星期二,23℃,16℃,小雨,西南风,2级
2016-09-28,星期三,24℃,15℃,阴,东北风,3级
2016-09-29,星期四,21℃,14℃,阴,西风,2级
2016-09-30,星期五,25℃,16℃,晴,东北风,1级
2016-10-01,星期六,27℃,15℃,多云,东北风,2级
2016-10-02,星期日,29℃,17℃,晴,东北风,2级
2016-10-03,星期一,30℃,17℃,多云,西北风,1级
2016-10-04,星期二,23℃,15℃,多云,西风,2级
2016-10-05,星期三,20℃,14℃,阴,东北风,1级
2016-10-06,星期四,18℃,14℃,小雨,西风,1级
2016-10-07,星期五,17℃,11℃,小雨,南风,2级
2016-10-08,星期六,20℃,13℃,阴,东北风,3级
2016-10-09,星期日,18℃,11℃,小雨,东北风,1级
2016-10-10,星期一,18℃,12℃,阴,西南风,2级
2016-10-11,星期二,18℃,12℃,阴,西风,1级
2016-10-12,星期三,18℃,12℃,小雨,西南风,2级
2016-10-13,星期四,18℃,12℃,阴,南风,1级
2016-10-14,星期五,18℃,12℃,小雨,东北风,2级
2016-10-15,星期六,18℃,11℃,阴,东北风,1级
2016-10-16,星期日,20℃,11℃,阴,西南风,2级
2016-10-17,星期一,23℃,12℃,晴,东北风,2级
2016-10-18,星期二,24℃,12℃,晴,东北风,2级
2016-10-19,星期三,24℃,15℃,多云,东北风,1级
2016-10-20,星期四,23℃,16℃,阴,东北风,3级
2016-10-21,星期五,20℃,14℃,小雨,西南风,2级
2016-10-22,星期六,16℃,12℃,小雨,东风,1级
2016-10-23,星期日,15℃,10℃,阴,东北风,3级
2016-10-24,星期一,13℃,10℃,阵雨,南风,1级
2016-10-25,星期二,15℃,10℃,小雨,北风,1级
2016-10-26,星期三,12℃,9℃,小雨,东北风,1级
2016-10-27,星期四,11℃,7℃,中雨,西南风,2级
2016-10-28,星期五,10℃,7℃,阴,西风,2级
2016-10-29,星期六,14℃,6℃,晴,东风,1级
2016-10-30,星期日,12℃,6℃,多云,西南风,2级
2016-10-31,星期一,14℃,6℃,晴,东风,2级
2016-11-01,星期二,12℃,5℃,多云,北风,微风
2016-11-02,星期三,18℃,5℃,多云,西南风,1级
2016-11-03,星期四,18℃,7℃,霾,东北风,2级
2016-11-04,星期五,20℃,7℃,霾,东北风,2级
2016-11-05,星期六,20℃,9℃,霾,西北风,1级
2016-11-06,星期日,14℃,9℃,小雨,西南风,2级
2016-11-07,星期一,13℃,6℃,阴,西南风,2级
2016-11-08,星期二,10℃,4℃,阴,东风,1级
2016-11-09,星期三,12℃,4℃,阴,东北风,2级
2016-11-10,星期四,14℃,4℃,晴,西北风,1级
2016-11-11,星期五,17℃,6℃,晴,西北风,1级
2016-11-12,星期六,18℃,6℃,多云,东北风,2级
2016-11-13,星期日,17℃,7℃,霾,东北风,2级
2016-11-14,星期一,17℃,6℃,霾,西风,1级
2016-11-15,星期二,15℃,8℃,霾,东北风,3级
2016-11-16,星期三,15℃,7℃,霾,西北风,1级
2016-11-17,星期四,12℃,6℃,霾,东北风,2级
2016-11-18,星期五,16℃,6℃,霾,西北风,1级
2016-11-19,星期六,15℃,4℃,霾,东北风,1级
2016-11-20,星期日,13℃,5℃,霾,东北风,1级
2016-11-21,星期一,8℃,1℃,小雨,东南风,2级
2016-11-22,星期二,2℃,-2℃,中雪,东南风,1级
2016-11-23,星期三,2℃,-3℃,晴,南风,1级
2016-11-24,星期四,3℃,-1℃,多云,西风,1级
2016-11-25,星期五,6℃,0℃,多云,南风,2级
2016-11-26,星期六,12℃,0℃,晴,西北风,2级
2016-11-27,星期日,13℃,0℃,晴,西北风,1级
2016-11-28,星期一,9℃,2℃,霾,西南风,1级
2016-11-29,星期二,11℃,1℃,霾,西南风,2级
2016-11-30,星期三,14℃,1℃,晴,东风,3级
2016-12-01,星期四,12℃,1℃,晴,东北风,1级
2016-12-02,星期五,10℃,2℃,霾,西南风,2级
2016-12-03,星期六,13℃,0℃,霾,西南风,2级
2016-12-04,星期日,16℃,2℃,晴,西北风,2级
2016-12-05,星期一,13℃,0℃,晴,东风,2级
2016-12-06,星期二,11℃,1℃,晴,西南风,2级
2016-12-07,星期三,11℃,1℃,多云,北风,1级
2016-12-08,星期四,14℃,1℃,霾,东北风,2级
2016-12-09,星期五,9℃,2℃,霾,西南风,1级
2016-12-10,星期六,8℃,2℃,霾,东风,2级
2016-12-11,星期日,7℃,1℃,霾,东风,3级
2016-12-12,星期一,7℃,1℃,霾,东南风,2级
2016-12-13,星期二,10℃,0℃,霾,西北风,1级
2016-12-14,星期三,10℃,0℃,霾,东北风,1级
2016-12-15,星期四,9℃,0℃,霾,西北风,1级
2016-12-16,星期五,10℃,0℃,霾,西南风,2级
2016-12-17,星期六,10℃,0℃,霾,东北风,2级
2016-12-18,星期日,9℃,1℃,霾,北风,微风
2016-12-19,星期一,9℃,0℃,霾,西北风,1级
2016-12-20,星期二,6℃,2℃,小雨,北风,微风
2016-12-21,星期三,7℃,-1℃,阴,西南风,2级
2016-12-22,星期四,10℃,-1℃,晴,北风,2级
2016-12-23,星期五,9℃,0℃,多云,西北风,1级
2016-12-24,星期六,7℃,1℃,阴,东风,3级
2016-12-26,星期一,7℃,-2℃,多云,西风,2级
2016-12-27,星期二,7℃,-3℃,晴,东北风,2级
2016-12-28,星期三,5℃,-1℃,晴,北风,1级
2016-12-29,星期四,5℃,-2℃,多云,东北风,2级
2016-12-30,星期五,6℃,-2℃,霾,西北风,1级
2016-12-31,星期六,8℃,-1℃,霾,东北风,2级
2017-01-01,星期日,7℃,1℃,霾,西南风,2级
2017-01-02,星期一,8℃,1℃,霾,东南风,1级
2017-01-03,星期二,8℃,0℃,霾,东北风,1级
2017-01-04,星期三,9℃,3℃,霾,东北风,1级
2017-01-05,星期四,6℃,4℃,小雨,东北风,2级
2017-01-06,星期五,5℃,2℃,小雨,西风,1级
2017-01-07,星期六,6℃,-1℃,阴,南风,1级
2017-01-08,星期日,6℃,-1℃,多云,西北风,1级
2017-01-09,星期一,5℃,0℃,阴,西北风,2级
2017-01-10,星期二,4℃,0℃,阴,西风,3级
2017-01-11,星期三,7℃,-2℃,多云,西南风,2级
2017-01-12,星期四,8℃,-2℃,晴,西南风,2级
2017-01-13,星期五,8℃,-2℃,晴,北风,1级
2017-01-14,星期六,7℃,-1℃,多云,北风,2级
2017-01-15,星期日,5℃,-1℃,霾,南风,1级
2017-01-16,星期一,4℃,-2℃,霾,东北风,2级
2017-01-17,星期二,5℃,-1℃,霾,东北风,2级
2017-01-18,星期三,5℃,-3℃,阴,西北风,1级
2017-01-19,星期四,4℃,-5℃,晴,东风,2级
2017-01-20,星期五,3℃,-3℃,多云,西风,2级
2017-01-21,星期六,7℃,-1℃,晴,东北风,2级
2017-01-22,星期日,8℃,-1℃,晴,东风,2级
2017-01-23,星期一,8℃,-2℃,多云,西北风,1级
2017-01-24,星期二,8℃,-1℃,阴,西北风,1级
2017-01-25,星期三,9℃,1℃,多云,西风,1级
2017-01-26,星期四,7℃,-2℃,多云,南风,1级
2017-01-27,星期五,7℃,0℃,多云,东风,3级
2017-01-28,星期六,6℃,0℃,阴,西南风,2级
2017-01-29,星期日,4℃,-3℃,多云,东风,2级
2017-01-30,星期一,4℃,-2℃,多云,东北风,2级
2017-01-31,星期二,3℃,-1℃,阴,东南风,2级
2017-02-01,星期三,6℃,-1℃,多云,东北风,3级
2017-02-02,星期四,6℃,0℃,阴,东风,2级
2017-02-03,星期五,8℃,-1℃,多云,西北风,1级
2017-02-04,星期六,9℃,0℃,晴,东北风,2级
2017-02-05,星期日,11℃,1℃,晴,西南风,2级
2017-02-06,星期一,6℃,2℃,阴,东风,4级
2017-02-07,星期二,3℃,0℃,雨夹雪,北风,1级
2017-02-08,星期三,5℃,-3℃,阴,南风,2级
2017-02-09,星期四,5℃,-3℃,晴,东风,1级
2017-02-10,星期五,7℃,-2℃,多云,西风,1级
2017-02-11,星期六,9℃,-1℃,晴,东北风,2级
2017-02-12,星期日,12℃,0℃,晴,东风,1级
2017-02-13,星期一,12℃,2℃,多云,西南风,2级
2017-02-14,星期二,13℃,3℃,阴,东风,2级
2017-02-15,星期三,15℃,3℃,多云,东南风,1级
2017-02-16,星期四,15℃,2℃,晴,南风,1级
2017-02-17,星期五,14℃,2℃,晴,东北风,2级
2017-02-18,星期六,17℃,4℃,晴,东北风,1级
2017-02-19,星期日,18℃,4℃,晴,东北风,1级
2017-02-20,星期一,11℃,0℃,阴,东风,4级
2017-02-21,星期二,2℃,-1℃,中雪,西北风,1级
2017-02-22,星期三,7℃,-1℃,阴,东风,1级
2017-02-23,星期四,8℃,0℃,多云,东风,2级
2017-02-24,星期五,11℃,0℃,晴,北风,1级
2017-02-25,星期六,11℃,1℃,多云,东北风,2级
2017-02-26,星期日,14℃,1℃,晴,东北风,2级
2017-02-27,星期一,13℃,2℃,多云,东风,1级
2017-02-28,星期二,13℃,1℃,阴,东风,2级
2017-03-01,星期三,12℃,0℃,晴,西北风,3级
2017-03-02,星期四,14℃,2℃,多云,东北风,3级
2017-03-03,星期五,16℃,3℃,多云,西南风,1级
2017-03-05,星期日,14℃,3℃,阴,南风,1级
2017-03-06,星期一,13℃,2℃,多云,西风,2级
2017-03-07,星期二,13℃,2℃,多云,西风,2级
2017-03-08,星期三,13℃,2℃,晴,东风,2级
2017-03-09,星期四,14℃,4℃,多云,东南风,1级
2017-03-10,星期五,14℃,5℃,阴,东北风,1级
2017-03-11,星期六,14℃,7℃,阴,西南风,2级
2017-03-12,星期日,8℃,3℃,中雨,东北风,3级
2017-03-13,星期一,3℃,1℃,小到中雨,北风,1级
2017-03-14,星期二,10℃,3℃,阴,东南风,2级
2017-03-15,星期三,8℃,3℃,阴,北风,1级
2017-03-16,星期四,12℃,3℃,多云,南风,1级
2017-03-17,星期五,12℃,4℃,阴,北风,1级
2017-03-18,星期六,13℃,7℃,阴,北风,1级
2017-03-19,星期日,11℃,4℃,小雨,西北风,1级
2017-03-20,星期一,18℃,6℃,多云,西北风,1级
2017-03-21,星期二,16℃,7℃,阴,西南风,1级
2017-03-22,星期三,16℃,5℃,多云,西南风,1级
2017-03-23,星期四,12℃,5℃,阵雨,南风,2级
2017-03-24,星期五,16℃,3℃,多云,东北风,1级
2017-03-25,星期六,16℃,2℃,多云,北风,1级
2017-03-26,星期日,19℃,5℃,晴,东南风,1级
2017-03-27,星期一,20℃,7℃,晴,西风,1级
2017-03-28,星期二,21℃,7℃,多云,西北风,1级
2017-03-29,星期三,18℃,9℃,阴,南风,2级
2017-03-30,星期四,14℃,7℃,多云,南风,2级
2017-03-31,星期五,20℃,5℃,多云,西南风,2级
2017-04-01,星期六,20℃,7℃,晴,西风,2级
2017-04-02,星期日,20℃,10℃,晴,北风,1级
2017-04-03,星期一,17℃,10℃,小雨,东南风,2级
2017-04-04,星期二,21℃,10℃,阴,东南风,2级
2017-04-05,星期三,22℃,11℃,多云,西北风,2级
2017-04-06,星期四,23℃,12℃,多云,南风,1级
2017-04-07,星期五,22℃,13℃,阴,东南风,1级
2017-04-08,星期六,18℃,12℃,小雨,北风,1级
2017-04-09,星期日,13℃,7℃,小雨,北风,4级
2017-04-10,星期一,14℃,7℃,小雨,东南风,2级
2017-04-11,星期二,21℃,9℃,阴,西南风,3级
2017-04-12,星期三,23℃,9℃,多云,西风,2级
2017-04-13,星期四,26℃,12℃,多云,东南风,1级
2017-04-14,星期五,27℃,11℃,晴,东北风,1级
2017-04-15,星期六,24℃,12℃,小雨,西北风,3级
2017-04-16,星期日,19℃,10℃,小雨,南风,2级
2017-04-17,星期一,28℃,13℃,晴,南风,3级
2017-04-18,星期二,29℃,14℃,晴,东南风,2级
2017-04-19,星期三,19℃,8℃,阴,南风,4级
2017-04-20,星期四,22℃,10℃,多云,南风,2级
2017-04-21,星期五,21℃,8℃,晴,南风,2级
2017-04-22,星期六,25℃,8℃,晴,西风,2级
2017-04-23,星期日,28℃,13℃,多云,东风,1级
2017-04-24,星期一,30℃,16℃,多云,东南风,2级
2017-04-25,星期二,22℃,11℃,小雨,西北风,2级
2017-04-26,星期三,22℃,12℃,阴,西北风,2级
2017-04-27,星期四,23℃,10℃,多云,西北风,2级
2017-04-28,星期五,28℃,12℃,晴,西北风,2级
2017-04-29,星期六,29℃,15℃,晴,西北风,2级
2017-04-30,星期日,30℃,17℃,多云,西北风,2级
2017-05-01,星期一,30℃,17℃,多云,西北风,2级
2017-05-02,星期二,27℃,15℃,小雨,西北风,2级
2017-05-03,星期三,16℃,10℃,中雨,西北风,2级
2017-05-04,星期四,24℃,13℃,多云,西北风,2级
2017-05-05,星期五,20℃,12℃,阴,西北风,2级
2017-05-06,星期六,23℃,12℃,多云,西北风,2级
2017-05-07,星期日,22℃,12℃,阴,西北风,2级
2017-05-08,星期一,28℃,13℃,晴,南风,1级
2017-05-09,星期二,29℃,14℃,多云,西风,1级
2017-05-10,星期三,28℃,17℃,阴,南风,3级
2017-05-11,星期四,31℃,14℃,晴,南风,2级
2017-05-12,星期五,33℃,18℃,晴,东风,2级
2017-05-13,星期六,33℃,19℃,多云,东北风,1级
2017-05-14,星期日,24℃,14℃,阵雨,东北风,2级
2017-05-15,星期一,24℃,14℃,阵雨,南风,2级
2017-05-16,星期二,30℃,15℃,晴,东风,1级
2017-05-17,星期三,33℃,19℃,晴,南风,1级
2017-05-18,星期四,29℃,18℃,阵雨,西北风,2级
2017-05-19,星期五,31℃,18℃,多云,北风,2级
2017-05-20,星期六,31℃,20℃,阴,西南风,1级
2017-05-21,星期日,30℃,20℃,阴,西北风,2级
2017-05-22,星期一,24℃,15℃,小到中雨,南风,2级
2017-05-23,星期二,27℃,14℃,晴,东南风,2级
2017-05-24,星期三,28℃,16℃,多云,北风,2级
2017-05-25,星期四,30℃,16℃,晴,东南风,1级
2017-05-26,星期五,32℃,18℃,晴,北风,3级
2017-05-27,星期六,35℃,19℃,晴,东南风,1级
2017-05-28,星期日,36℃,21℃,晴,南风,1级
2017-05-29,星期一,29℃,19℃,阵雨,西北风,2级
2017-05-30,星期二,33℃,20℃,晴,东北风,2级
2017-05-31,星期三,34℃,22℃,多云,南风,2级
2017-06-01,星期四,35℃,22℃,多云,东北风,1级
2017-06-02,星期五,35℃,22℃,晴,西北风,2级
2017-06-03,星期六,28℃,20℃,阴,东风,3级
2017-06-04,星期日,17℃,14℃,大雨,东北风,3级
2017-06-05,星期一,19℃,14℃,小雨,东南风,2级
2017-06-06,星期二,30℃,18℃,多云,东南风,1级
2017-06-07,星期三,31℃,19℃,多云,东北风,2级
2017-06-08,星期四,26℃,18℃,阴,南风,微风
2017-06-09,星期五,26℃,17℃,小雨,西南风,2级
2017-06-10,星期六,31℃,19℃,多云,东北风,1级
2017-06-11,星期日,31℃,20℃,多云,北风,2级
2017-06-12,星期一,31℃,20℃,多云,东南风,2级
2017-06-13,星期二,32℃,20℃,多云,南风,2级
2017-06-14,星期三,30℃,21℃,阴,南风,3级
2017-06-15,星期四,30℃,19℃,多云,南风,2级
2017-06-16,星期五,33℃,21℃,多云,东南风,2级
2017-06-17,星期六,33℃,22℃,多云,东南风,微风
2017-06-18,星期日,33℃,22℃,多云,东南风,2级
2017-06-19,星期一,33℃,23℃,多云,西北风,2级
2017-06-20,星期二,32℃,21℃,阴,东南风,2级
2017-06-21,星期三,30℃,21℃,阵雨,东风,2级
2017-06-22,星期四,35℃,23℃,多云,西北风,3级
2017-06-23,星期五,35℃,22℃,多云,西北风,2级
2017-06-24,星期六,33℃,20℃,晴,南风,3级
2017-06-25,星期日,35℃,23℃,多云,东北风,1级
2017-06-26,星期一,35℃,23℃,晴,东南风,2级
2017-06-27,星期二,37℃,23℃,晴,西北风,2级
2017-06-28,星期三,37℃,25℃,晴,东风,1级
2017-06-29,星期四,35℃,23℃,阵雨,南风,1级
2017-06-30,星期五,32℃,20℃,多云,东南风,1级
2017-07-01,星期六,36℃,24℃,多云,北风,微风
2017-07-02,星期日,37℃,24℃,晴,南风,1级
2017-07-03,星期一,37℃,25℃,多云,东风,1级
2017-07-04,星期二,37℃,25℃,多云,东风,1级
2017-07-05,星期三,29℃,22℃,小雨,西北风,1级
2017-07-06,星期四,26℃,20℃,小雨,南风,2级
2017-07-07,星期五,35℃,21℃,晴,南风,2级
2017-07-08,星期六,37℃,23℃,多云,南风,2级
2017-07-09,星期日,37℃,25℃,晴,南风,2级
2017-07-10,星期一,38℃,26℃,多云,东南风,1级
2017-07-11,星期二,40℃,25℃,多云,北风,微风
2017-07-12,星期三,40℃,25℃,晴,西南风,2级
2017-07-13,星期四,39℃,25℃,多云,东北风,1级
2017-07-14,星期五,38℃,25℃,多云,东风,2级
2017-07-15,星期六,36℃,26℃,小雨,西南风,1级
2017-07-16,星期日,33℃,24℃,阵雨,东南风,1级
2017-07-17,星期一,36℃,26℃,多云,东南风,1级
2017-07-18,星期二,35℃,24℃,小雨,东北风,1级
2017-07-19,星期三,40℃,26℃,晴,西南风,1级
2017-07-20,星期四,40℃,27℃,阴,东南风,2级
2017-07-21,星期五,41℃,27℃,多云,北风,微风
2017-07-22,星期六,40℃,28℃,小雨,北风,4级
2017-07-23,星期日,39℃,27℃,多云,东风,1级
2017-07-24,星期一,40℃,27℃,晴,南风,1级
2017-07-25,星期二,40℃,29℃,多云,东南风,2级
2017-07-26,星期三,40℃,26℃,多云,东北风,1级
2017-07-27,星期四,40℃,26℃,多云,东风,2级
2017-07-28,星期五,31℃,23℃,小雨,东北风,1级
2017-07-29,星期六,25℃,20℃,小雨,西风,1级
2017-07-30,星期日,31℃,20℃,多云,南风,1级
2017-07-31,星期一,33℃,22℃,多云,南风,1级
2017-08-01,星期二,33℃,22℃,多云,东风,微风
2017-08-02,星期三,35℃,23℃,多云,南风,2级
2017-08-03,星期四,39℃,26℃,多云,西风,1级
2017-08-04,星期五,38℃,25℃,晴,南风,1级
2017-08-05,星期六,39℃,26℃,晴,西南风,1级
2017-08-06,星期日,35℃,24℃,小雨,南风,2级
2017-08-07,星期一,25℃,20℃,大雨,西北风,1级
2017-08-08,星期二,33℃,19℃,晴,南风,2级
2017-08-09,星期三,36℃,20℃,晴,东北风,1级
2017-08-10,星期四,36℃,24℃,多云,东南风,1级
