房源编号,所在城市,所在区县,所在街道或地区,小区名称,面积,租赁方式,朝向,月租,计费方式,室,厅,卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
TJ2533991852517105664,天津,和平,新兴街,兴河里,31㎡,整租,西,1500元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,无,免费使用,民水,民电,有,集中供暖
TJ2535394766272086016,天津,开发区,第一大街,晓园新邸,56㎡,整租,南,1400元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2534769241572786176,天津,河西,小海地,华江里,37㎡,整租,东,1500元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2521515104886341632,天津,红桥,双环邨,碧春园,63㎡,整租,南/北,1200元/月,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,32层,有,暂无数据,民水,民电,有,集中供暖
TJ2562445373151125504,天津,西青,张家窝,津洲花园,15㎡,合租,西,998元/月,月付价,3室,1厅,1卫,随时入住,1个月,随时可看,21,31层,无,免费使用,民水,民电,有,集中供暖
TJ2521736179335315456,天津,和平,南市,怀远里,41㎡,整租,东,2000元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2562762115328770048,天津,西青,张家窝,王顶堤馨苑,18㎡,合租,东,998元/月,月付价,3室,1厅,1卫,随时入住,1个月,随时可看,18,31层,有,免费使用,民水,民电,有,集中供暖
TJ2522278400509616128,天津,河西,越秀路,红波里,38㎡,整租,东,1500元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
TJ2523122585886539776,天津,塘沽,解放路,天津滨海万达广场,88㎡,整租,南/北,1500元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,30层,有,暂无数据,民水,民电,暂无数据,暂无数据
TJ2523843945188818944,天津,河西,陈塘庄,古芳里,30㎡,整租,南,1300元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2525146442927185920,天津,河北,月牙河,丹江里,60㎡,整租,南/北,1500元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2525839858527125504,天津,河西,尖山,光明里(河西区),25㎡,整租,南,1100元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,5层,无,暂无数据,民水,民电,有,集中供暖
TJ2526019424155074560,天津,南开,长虹街,翰园里,38㎡,整租,南,1100元/月,季付价,2室,0厅,1卫,随时入住,1年以内,需提前预约,高楼层,4层,无,免费使用,暂无数据,暂无数据,有,集中供暖
TJ2526070730366926848,天津,塘沽,新港,东海云天,62㎡,整租,南,1400元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,18层,有,租用车位,民水,民电,有,集中供暖
TJ2447147163458224128,天津,开发区,第五大街,泰丰家园,15㎡,合租,东南,950元/月,半年付价,5室,1厅,3卫,随时入住,1~3年,随时可看,5,5层,无,租用车位,民水,民电,有,自采暖
TJ2527287131416559616,天津,和平,小白楼,养和里,32㎡,整租,南,1800元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
TJ2475885957992693760,天津,塘沽,杭州道,康迪苑,17㎡,合租,南,650元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,6,6层,无,免费使用,民水,民电,有,集中供暖
TJ2526815102901166080,天津,和平,新兴街,金泉里,23㎡,整租,东,2000元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2531132852230701056,天津,塘沽,大沽街,亚泰津澜,23㎡,合租,南,850元/月,季付价,4室,1厅,1卫,随时入住,3个月以上,随时可看,13,33层,有,免费使用,民水,民电,有,集中供暖
TJ2526780407350312960,天津,塘沽,新村街,丹东里,40㎡,整租,南/北,800元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2538168593028489216,天津,河北,光复道,君临大厦,10㎡,合租,东南,601元/月,季付价,4室,1厅,1卫,随时入住,3~12个月,随时可看,3,40层,有,暂无数据,民水,民电,有,集中供暖
TJ2166743972339793920,天津,西青,张家窝,君悦花苑,10㎡,合租,南,930元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,1,11层,有,租用车位,民水,民电,有,集中供暖
TJ2563712105446645760,天津,河东,唐家口,金盾里,15㎡,合租,南,1200元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,5,6层,无,租用车位,民水,民电,有,集中供暖
TJ2558517003342594048,天津,河西,天塔街,环湖南里,55㎡,整租,东/南,1600元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2564044180540096512,天津,河北,鸿顺里街,天津诺德中心,11㎡,合租,南,1460元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,17,32层,有,暂无数据,民水,民电,有,集中供暖
TJ2541880691638419456,天津,和平,新兴街,同安新里,35㎡,整租,南,1500元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2564257378967502848,天津,南开,嘉陵道街,泊江东里,15㎡,合租,南,1130元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,4,6层,无,租用车位,民水,民电,有,集中供暖
TJ2542160024206589952,天津,河西,下瓦房,南华里,35㎡,整租,南,1600元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,8层,无,免费使用,民水,民电,有,集中供暖
TJ2564305262593196032,天津,河东,唐家口,金盾里,16㎡,合租,西北,750元/月,季付价,5室,1厅,1卫,随时入住,3~12个月,随时可看,6,6层,无,暂无数据,民水,民电,有,暂无数据
TJ2543263415573413888,天津,南开,王顶堤,园荫里,15㎡,合租,南,900元/月,季付价,2室,1厅,1卫,2020-08-01,1年以内,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
TJ2543474502092988416,天津,塘沽,新村街,崇安里,58㎡,整租,东南,1400元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2543604722590285824,天津,开发区,第三大街,朗月轩,74㎡,整租,南/北,2100元/月,月付价,2室,1厅,1卫,随时入住,1~3个月,需提前预约,中楼层,18层,有,暂无数据,民水,民电,有,集中供暖
TJ2543460217123766272,天津,河西,陈塘庄,景致里,41㎡,整租,南/北,1600元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,5层,无,免费使用,民水,民电,有,集中供暖
TJ2543292282745135104,天津,河北,鸿顺里街,胜天里,31㎡,整租,南,1350元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2564334308710162432,天津,红桥,铃铛阁,新春花苑,10㎡,合租,南,799元/月,季付价,3室,1厅,1卫,随时入住,3~12个月,随时可看,9,9层,无,暂无数据,民水,民电,有,集中供暖
TJ2544104280714125312,天津,河西,越秀路,绮云里,38㎡,整租,南,1400元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,7层,无,免费使用,民水,民电,有,集中供暖
TJ2564420326905610240,天津,河东,春华街,城市之光月光园,15㎡,合租,南,1050元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,13,26层,有,租用车位,民水,民电,有,集中供暖
TJ2544004874442375168,天津,河北,王串场,宇萃里,39㎡,整租,南/北,1300元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2544000579525951488,天津,河西,小海地,粤江里,30㎡,整租,西北,1200元/月,季付价,1室,1厅,1卫,随时入住,1年以内,一般下班后可看,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2544816515241484288,天津,东丽,张贵庄,詹滨里,42㎡,整租,东,1100元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2544850480916332544,天津,河西,柳林街,贺福里,35㎡,整租,南,1300元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2546227717309997056,天津,南开,长虹街,华安北里,24㎡,整租,南,1000元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
TJ2546120890669088768,天津,河西,陈塘庄,有机合成宿舍,50㎡,整租,南,1500元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,5层,有,免费使用,暂无数据,暂无数据,有,暂无数据
TJ2545704716533776384,天津,河西,下瓦房,西楼北里,40㎡,整租,南,1600元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,8层,无,租用车位,民水,暂无数据,有,集中供暖
TJ2564468408041619456,天津,和平,新兴街,融创星美御,16㎡,合租,南,1598元/月,月付价,5室,1厅,1卫,随时入住,3~12个月,随时可看,9,32层,有,免费使用,民水,民电,有,集中供暖
TJ2546893433541230592,天津,河西,挂甲寺,新城小区,42㎡,整租,南,1600元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,7层,无,暂无数据,民水,民电,有,集中供暖
TJ2563712105446645760,天津,河东,唐家口,金盾里,15㎡,合租,南,1200元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,5,6层,无,租用车位,民水,民电,有,集中供暖
TJ2546431622777929728,天津,河东,向阳楼,晨光楼(河东区),30㎡,整租,南,1300元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2564299486113841152,天津,河东,大直沽,大直沽三号路,15㎡,合租,南,1250元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,4,6层,有,租用车位,民水,民电,有,集中供暖
TJ2533991852517105664,天津,和平,新兴街,兴河里,31㎡,整租,西,1500元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,无,免费使用,民水,民电,有,集中供暖
TJ2564058058040803328,天津,南开,华苑,天华里,12㎡,合租,南,1290元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,3,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2564519136302735360,天津,河东,向阳楼,向阳花园,16㎡,合租,南,1000元/月,季付价,5室,1厅,1卫,随时入住,1~12个月,随时可看,6,6层,无,租用车位,民水,民电,有,集中供暖
TJ2564065930489905152,天津,北辰,宜兴埠,天津恒大御景湾,10㎡,合租,南,960元/月,季付价,4室,1厅,1卫,随时入住,1年,随时可看,19,28层,有,租用车位,民水,民电,有,集中供暖
TJ2497870159843164160,天津,河西,陈塘庄,毛织二宿舍,30㎡,合租,东/西,1100元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,8层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
TJ2564519136302735360,天津,河东,向阳楼,向阳花园,16㎡,合租,南,1000元/月,季付价,5室,1厅,1卫,随时入住,1~12个月,随时可看,6,6层,无,租用车位,民水,民电,有,集中供暖
TJ2521646276962435072,天津,河北,建昌道,建湖里,30㎡,整租,南,1150元/月,None,1室,1厅,1卫,随时入住,暂无数据,一般下班后可看,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2564479202803843072,天津,红桥,西于庄,本溪花园,15㎡,合租,东南,900元/月,季付价,3室,1厅,1卫,随时入住,1~2年,随时可看,4,6层,无,免费使用,民水,民电,有,集中供暖
TJ2520919911312654336,天津,河北,新开河,汇川家园,67㎡,整租,南,1500元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,30层,有,暂无数据,民水,民电,有,集中供暖
TJ2564417780887855104,天津,南开,长虹街,阳城里,12㎡,合租,南,900元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,7,7层,无,租用车位,民水,民电,有,集中供暖
TJ2520960590055481344,天津,河西,小海地,洞庭公寓,54㎡,整租,南,1500元/月,None,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2525894312554930176,天津,河西,挂甲寺,跃进楼,19㎡,整租,北,1200元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,4层,无,免费使用,民水,民电,有,集中供暖
TJ2525855095350886400,天津,河北,铁东路,爱贤里,49㎡,整租,南,1500元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,7层,无,暂无数据,民水,民电,有,集中供暖
TJ2526600473227051008,天津,河西,下瓦房,南华里,32㎡,整租,北,1400元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,8层,无,免费使用,民水,民电,有,集中供暖
TJ2526619473096744960,天津,南开,向阳路,机施楼,37㎡,整租,南,1000元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2564576515950125056,天津,南开,万兴街,金潭花园,13㎡,合租,南,1000元/月,季付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,5,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2527262561620205568,天津,河西,梅江,郁江南里,30㎡,整租,南,1200元/月,None,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2564439436809216000,天津,南开,长虹街,阳城里,12㎡,合租,南,950元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,3,7层,无,租用车位,民水,民电,有,集中供暖
TJ2534009740074426368,天津,河西,柳林街,锦福里,45㎡,整租,南,1500元/月,季付价,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2534598531965263872,天津,河东,二号桥街,龙峰嘉园,75㎡,整租,南/北,1300元/月,None,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,25层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
TJ2534557712151486464,天津,红桥,西于庄,翠山楼,33㎡,整租,南,1200元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2535542036422205440,天津,河东,上杭路,程林里,21㎡,整租,南,1200元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2535329407464652800,天津,河西,天塔街,环湖东里,37㎡,整租,南,1500元/月,None,1室,1厅,1卫,2020-07-20,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2489650572941336576,天津,和平,体育馆街,柳州路,38㎡,整租,东北,2000元/月,None,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2491927968487063552,天津,塘沽,向阳街,跃进里(塘沽区),58㎡,整租,东/西,1500元/月,None,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
TJ2278754296486952960,天津,河东,唐家口,晓德里,8㎡,合租,东,620元/月,季付价,4室,1厅,1卫,随时入住,6~12个月,随时可看,4,6层,无,暂无数据,民水,民电,有,暂无数据
TJ2491859479436730368,天津,河北,铁东路,志成东里,40㎡,整租,南/北,1300元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
TJ2239672745447399424,天津,河东,真理道,盛世嘉园,13㎡,合租,南,1290元/月,季付价,2室,1厅,1卫,随时入住,1年,随时可看,4,6层,无,暂无数据,民水,民电,有,集中供暖
